Id,label
20001,2
20002,4
20003,4
20004,4
20005,5
20006,4
20007,4
20008,2
20009,5
20010,2
20011,4
20012,4
20013,5
20014,2
20015,2
20016,2
20017,5
20018,4
20019,4
20020,4
20021,5
20022,4
20023,4
20024,4
20025,3
20026,4
20027,4
20028,2
20029,2
20030,2
20031,4
20032,3
20033,3
20034,4
20035,3
20036,4
20037,4
20038,4
20039,4
20040,2
20041,4
20042,2
20043,4
20044,5
20045,4
20046,4
20047,4
20048,4
20049,4
20050,3
20051,4
20052,4
20053,3
20054,5
20055,4
20056,4
20057,4
20058,4
20059,4
20060,4
20061,4
20062,4
20063,4
20064,3
20065,4
20066,2
20067,4
20068,5
20069,5
20070,4
20071,3
20072,5
20073,4
20074,2
20075,2
20076,4
20077,4
20078,5
20079,4
20080,4
20081,4
20082,4
20083,4
20084,4
20085,4
20086,4
20087,4
20088,4
20089,5
20090,4
20091,3
20092,4
20093,2
20094,4
20095,2
20096,5
20097,4
20098,4
20099,3
20100,4
20101,4
20102,4
20103,3
20104,2
20105,2
20106,4
20107,4
20108,4
20109,4
20110,4
20111,4
20112,4
20113,5
20114,4
20115,2
20116,4
20117,4
20118,2
20119,3
20120,3
20121,4
20122,4
20123,5
20124,2
20125,3
20126,4
20127,3
20128,4
20129,2
20130,4
20131,2
20132,4
20133,4
20134,4
20135,4
20136,4
20137,4
20138,3
20139,2
20140,4
20141,3
20142,2
20143,4
20144,4
20145,4
20146,4
20147,4
20148,4
20149,4
20150,4
20151,2
20152,4
20153,3
20154,4
20155,4
20156,5
20157,4
20158,3
20159,4
20160,3
20161,3
20162,2
20163,3
20164,4
20165,4
20166,4
20167,4
20168,4
20169,4
20170,5
20171,4
20172,3
20173,4
20174,5
20175,4
20176,4
20177,4
20178,2
20179,4
20180,5
20181,4
20182,2
20183,5
20184,4
20185,4
20186,3
20187,4
20188,2
20189,4
20190,5
20191,4
20192,5
20193,4
20194,2
20195,4
20196,2
20197,4
20198,5
20199,4
20200,3
20201,5
20202,4
20203,2
20204,4
20205,4
20206,2
20207,3
20208,4
20209,3
20210,5
20211,4
20212,4
20213,4
20214,4
20215,3
20216,4
20217,5
20218,4
20219,4
20220,4
20221,5
20222,5
20223,4
20224,3
20225,5
20226,3
20227,2
20228,3
20229,4
20230,4
20231,4
20232,4
20233,4
20234,4
20235,4
20236,2
20237,4
20238,3
20239,2
20240,4
20241,5
20242,5
20243,5
20244,4
20245,5
20246,3
20247,2
20248,3
20249,4
20250,3
20251,4
