Id,label
20001,2
20002,4
20003,4
20004,4
20005,4
20006,4
20007,3
20008,3
20009,5
20010,2
20011,4
20012,4
20013,5
20014,2
20015,1
20016,2
20017,5
20018,4
20019,4
20020,4
20021,4
20022,4
20023,4
20024,4
20025,3
20026,4
20027,3
20028,2
20029,2
20030,2
20031,4
20032,2
20033,2
20034,4
20035,4
20036,4
20037,3
20038,4
20039,4
20040,3
20041,4
20042,2
20043,4
20044,4
20045,4
20046,4
20047,4
20048,4
20049,4
20050,3
20051,4
20052,4
20053,3
20054,4
20055,4
20056,4
20057,4
20058,2
20059,4
20060,4
20061,2
20062,4
20063,4
20064,3
20065,4
20066,4
20067,4
20068,5
20069,5
20070,4
20071,4
20072,5
20073,4
20074,2
20075,3
20076,4
20077,4
20078,4
20079,4
20080,3
20081,2
20082,4
20083,4
20084,4
20085,4
20086,4
20087,4
20088,4
20089,4
20090,2
20091,2
20092,4
20093,2
20094,2
20095,2
20096,4
20097,3
20098,4
20099,3
20100,4
20101,3
20102,4
20103,3
20104,2
20105,3
20106,4
20107,4
20108,4
20109,2
20110,4
20111,4
20112,5
20113,4
20114,4
20115,3
20116,4
20117,4
20118,2
20119,4
20120,2
20121,4
20122,2
20123,4
20124,4
20125,3
20126,4
20127,3
20128,4
20129,2
20130,2
20131,3
20132,4
20133,4
20134,4
20135,4
20136,4
20137,4
20138,2
20139,3
20140,4
20141,3
20142,3
20143,4
20144,2
20145,4
20146,4
20147,4
20148,4
20149,4
20150,4
20151,3
20152,3
20153,3
20154,4
20155,4
20156,5
20157,4
20158,2
20159,3
20160,3
20161,3
20162,2
20163,4
20164,3
20165,4
20166,4
20167,4
20168,4
20169,2
20170,5
20171,4
20172,2
20173,4
20174,4
20175,4
20176,4
20177,4
20178,2
20179,4
20180,4
20181,4
20182,4
20183,4
20184,4
20185,4
20186,2
20187,2
20188,2
20189,4
20190,5
20191,4
20192,5
20193,4
20194,2
20195,4
20196,2
20197,4
20198,5
20199,4
20200,2
20201,4
20202,4
20203,2
20204,4
20205,4
20206,3
20207,4
20208,4
20209,2
20210,4
20211,4
20212,3
20213,4
20214,4
20215,2
20216,2
20217,4
20218,3
20219,4
20220,4
20221,5
20222,4
20223,4
20224,2
20225,5
20226,2
20227,2
20228,2
20229,4
20230,5
20231,2
20232,4
20233,4
20234,4
20235,4
20236,3
20237,4
20238,3
20239,2
20240,4
20241,5
20242,4
20243,4
20244,4
20245,5
20246,3
20247,3
20248,3
20249,4
20250,2
20251,3
