Id,label
20001,3
20002,4
20003,4
20004,4
20005,5
20006,3
20007,5
20008,4
20009,4
20010,2
20011,4
20012,4
20013,5
20014,2
20015,2
20016,3
20017,5
20018,4
20019,4
20020,4
20021,5
20022,4
20023,4
20024,4
20025,4
20026,3
20027,3
20028,3
20029,3
20030,3
20031,5
20032,4
20033,3
20034,3
20035,3
20036,4
20037,4
20038,4
20039,2
20040,2
20041,4
20042,2
20043,4
20044,4
20045,4
20046,4
20047,5
20048,5
20049,4
20050,3
20051,5
20052,5
20053,3
20054,5
20055,4
20056,3
20057,4
20058,4
20059,4
20060,4
20061,3
20062,4
20063,4
20064,3
20065,4
20066,3
20067,5
20068,5
20069,5
20070,3
20071,3
20072,5
20073,4
20074,3
20075,3
20076,3
20077,5
20078,5
20079,4
20080,4
20081,4
20082,4
20083,4
20084,3
20085,4
20086,4
20087,4
20088,4
20089,4
20090,3
20091,4
20092,4
20093,3
20094,1
20095,2
20096,4
20097,3
20098,4
20099,3
20100,4
20101,3
20102,3
20103,2
20104,3
20105,4
20106,4
20107,4
20108,4
20109,4
20110,4
20111,3
20112,4
20113,5
20114,4
20115,3
20116,4
20117,5
20118,2
20119,4
20120,4
20121,4
20122,4
20123,4
20124,4
20125,3
20126,4
20127,3
20128,4
20129,3
20130,3
20131,4
20132,4
20133,4
20134,4
20135,4
20136,5
20137,4
20138,3
20139,2
20140,4
20141,3
20142,2
20143,4
20144,4
20145,4
20146,4
20147,4
20148,4
20149,3
20150,4
20151,4
20152,4
20153,3
20154,3
20155,4
20156,5
20157,4
20158,2
20159,4
20160,4
20161,4
20162,3
20163,3
20164,4
20165,4
20166,4
20167,4
20168,4
20169,3
20170,5
20171,4
20172,3
20173,4
20174,4
20175,5
20176,4
20177,5
20178,1
20179,4
20180,5
20181,5
20182,3
20183,5
20184,5
20185,4
20186,4
20187,3
20188,2
20189,4
20190,5
20191,4
20192,5
20193,4
20194,3
20195,5
20196,3
20197,4
20198,5
20199,4
20200,4
20201,4
20202,5
20203,2
20204,4
20205,4
20206,2
20207,2
20208,4
20209,3
20210,4
20211,3
20212,4
20213,4
20214,5
20215,3
20216,3
20217,5
20218,4
20219,4
20220,4
20221,5
20222,5
20223,4
20224,4
20225,5
20226,3
20227,3
20228,3
20229,4
20230,4
20231,3
20232,4
20233,4
20234,4
20235,5
20236,4
20237,4
20238,4
20239,2
20240,4
20241,5
20242,5
20243,5
20244,3
20245,5
20246,3
20247,3
20248,3
20249,4
20250,3
20251,3
20252,4
20253,5
20254,5
20255,3
20256,4
20257,5
20258,4
20259,3
20260,3
20261,5
20262,4
20263,4
20264,2
20265,3
20266,2
20267,3
20268,1
20269,4
20270,3
20271,4
20272,4
20273,5
20274,5
20275,5
20276,3
20277,3
20278,2
20279,3
20280,2
20281,4
20282,4
20283,3
20284,2
20285,5
20286,4
20287,3
20288,3
20289,4
20290,4
20291,4
20292,4
20293,4
20294,4
20295,3
