Id,label
20001,2
20002,4
20003,4
20004,4
20005,3
20006,4
20007,2
20008,3
20009,4
20010,4
20011,4
20012,4
20013,5
20014,2
20015,4
20016,2
20017,4
20018,3
20019,4
20020,5
20021,4
20022,4
20023,4
20024,4
20025,4
20026,4
20027,4
20028,2
20029,4
20030,2
20031,5
20032,3
20033,3
20034,4
20035,3
20036,5
20037,4
20038,4
20039,1
20040,3
20041,3
20042,2
20043,4
20044,4
20045,4
20046,2
20047,5
20048,4
20049,4
20050,4
20051,4
20052,3
20053,3
20054,4
20055,5
20056,4
20057,4
20058,2
20059,4
20060,5
20061,2
20062,4
20063,5
20064,2
20065,4
20066,4
20067,5
20068,5
20069,5
20070,5
20071,3
20072,4
20073,5
20074,3
20075,4
20076,2
20077,5
20078,5
20079,4
20080,3
20081,4
20082,4
20083,3
20084,4
20085,4
20086,4
20087,4
20088,4
20089,4
20090,4
20091,4
20092,3
20093,2
20094,2
20095,4
20096,3
20097,3
20098,4
20099,4
20100,4
20101,4
20102,4
20103,3
20104,3
20105,3
20106,4
20107,4
20108,3
20109,4
20110,4
20111,3
20112,4
20113,4
20114,5
20115,3
20116,4
20117,4
20118,3
20119,4
20120,3
20121,4
20122,4
20123,4
20124,4
20125,2
20126,4
20127,4
20128,3
20129,3
20130,4
20131,1
20132,4
20133,4
20134,4
20135,5
20136,3
20137,4
20138,3
20139,4
20140,4
20141,3
20142,2
20143,4
20144,4
20145,4
20146,4
20147,4
20148,4
20149,4
20150,4
20151,4
20152,4
20153,3
20154,3
20155,3
20156,4
20157,4
20158,2
20159,4
20160,4
20161,4
20162,4
20163,4
20164,5
20165,5
20166,3
20167,4
20168,3
20169,5
20170,4
20171,4
20172,4
20173,3
20174,5
20175,4
20176,3
20177,4
20178,1
20179,5
20180,4
20181,4
20182,4
20183,5
20184,5
20185,4
20186,4
20187,3
20188,4
20189,4
20190,5
20191,4
20192,5
20193,4
20194,4
20195,4
20196,4
20197,4
20198,4
20199,4
20200,3
20201,4
20202,4
20203,2
20204,4
20205,4
20206,3
20207,3
20208,4
20209,2
20210,4
20211,4
20212,3
20213,4
20214,5
20215,3
20216,2
20217,4
20218,5
20219,3
20220,4
20221,5
20222,5
20223,4
20224,3
20225,5
20226,4
20227,2
20228,3
20229,4
20230,4
20231,4
20232,4
20233,4
20234,4
20235,4
20236,3
20237,5
20238,4
20239,3
20240,4
20241,4
20242,5
20243,4
20244,3
20245,4
20246,4
20247,2
20248,3
20249,4
20250,2
20251,4
