Id,label
20001,2
20002,4
20003,4
20004,4
20005,4
20006,4
20007,4
20008,4
20009,5
20010,4
20011,4
20012,5
20013,5
20014,4
20015,5
20016,2
20017,5
20018,2
20019,4
20020,5
20021,4
20022,5
20023,4
20024,5
20025,4
20026,5
20027,4
20028,2
20029,4
20030,3
20031,5
20032,3
20033,3
20034,5
20035,4
20036,5
20037,4
20038,4
20039,3
20040,2
20041,4
20042,3
20043,4
20044,5
20045,4
20046,2
20047,5
20048,4
20049,4
20050,4
20051,4
20052,4
20053,4
20054,4
20055,5
20056,4
20057,4
20058,3
20059,4
20060,5
20061,4
20062,4
20063,5
20064,3
20065,4
20066,4
20067,5
20068,5
20069,5
20070,4
20071,4
20072,4
20073,5
20074,4
20075,4
20076,3
20077,5
20078,5
20079,4
20080,4
20081,4
20082,4
20083,4
20084,4
20085,4
20086,5
20087,4
20088,4
20089,5
20090,4
20091,4
20092,4
20093,2
20094,2
20095,4
20096,4
20097,3
20098,5
20099,4
20100,4
20101,4
20102,4
20103,4
20104,4
20105,4
20106,4
20107,5
20108,4
20109,4
20110,5
20111,4
20112,4
20113,4
20114,4
20115,4
20116,4
20117,5
20118,2
20119,4
20120,4
20121,5
20122,4
20123,4
20124,4
20125,2
20126,4
20127,4
20128,3
20129,4
20130,4
20131,2
20132,5
20133,4
20134,4
20135,4
20136,4
20137,4
20138,4
20139,4
20140,4
20141,4
20142,2
20143,4
20144,4
20145,4
20146,4
20147,4
20148,4
20149,4
20150,4
20151,4
20152,4
20153,4
20154,4
20155,4
20156,5
20157,4
20158,3
20159,4
20160,4
20161,4
20162,4
20163,4
20164,5
20165,5
20166,4
20167,4
20168,4
20169,5
20170,4
20171,4
20172,4
20173,4
20174,5
20175,4
20176,4
20177,4
20178,2
20179,5
20180,4
20181,4
20182,4
20183,5
20184,5
20185,4
20186,4
20187,4
20188,4
20189,4
20190,5
20191,4
20192,5
20193,4
20194,5
20195,4
20196,4
20197,4
20198,5
20199,4
20200,4
20201,4
20202,4
20203,2
20204,4
20205,4
20206,4
20207,4
20208,4
20209,2
20210,4
20211,4
20212,4
20213,4
20214,5
20215,4
20216,2
20217,5
20218,5
20219,4
20220,4
20221,5
20222,5
20223,4
20224,3
20225,5
20226,4
20227,2
20228,4
20229,4
20230,4
20231,4
20232,4
20233,4
20234,4
20235,4
20236,4
20237,5
20238,4
20239,3
20240,4
20241,5
20242,5
20243,5
20244,4
20245,4
20246,4
20247,3
20248,2
20249,4
20250,2
20251,4
