Id,label
20001,2
20002,4
20003,4
20004,4
20005,4
20006,2
20007,4
20008,4
20009,4
20010,5
20011,4
20012,4
20013,5
20014,2
20015,4
20016,3
20017,5
20018,4
20019,4
20020,4
20021,4
20022,5
20023,4
20024,4
20025,4
20026,4
20027,4
20028,2
20029,2
20030,4
20031,5
20032,2
20033,2
20034,4
20035,2
20036,4
20037,2
20038,5
20039,2
20040,2
20041,4
20042,2
20043,4
20044,4
20045,4
20046,2
20047,4
20048,4
20049,4
20050,4
20051,4
20052,4
20053,4
20054,4
20055,5
20056,4
20057,4
20058,3
20059,5
20060,5
20061,2
20062,4
20063,5
20064,2
20065,3
20066,3
20067,4
20068,5
20069,5
20070,4
20071,2
20072,5
20073,5
20074,2
20075,4
20076,2
20077,5
20078,5
20079,4
20080,2
20081,4
20082,4
20083,4
20084,4
20085,4
20086,4
20087,4
20088,4
20089,4
20090,3
20091,4
20092,4
20093,2
20094,4
20095,4
20096,3
20097,2
20098,5
20099,4
20100,4
20101,4
20102,4
20103,2
20104,4
20105,3
20106,4
20107,4
20108,4
20109,5
20110,4
20111,4
20112,4
20113,4
20114,4
20115,3
20116,4
20117,4
20118,2
20119,4
20120,3
20121,4
20122,4
20123,4
20124,3
20125,2
20126,4
20127,4
20128,2
20129,4
20130,4
20131,2
20132,4
20133,3
20134,4
20135,4
20136,4
20137,4
20138,4
20139,3
20140,4
20141,4
20142,2
20143,4
20144,4
20145,4
20146,4
20147,4
20148,4
20149,4
20150,4
20151,4
20152,3
20153,3
20154,2
20155,4
20156,4
20157,4
20158,2
20159,4
20160,3
20161,4
20162,2
20163,3
20164,4
20165,4
20166,2
20167,4
20168,4
20169,4
20170,4
20171,4
20172,3
20173,2
20174,5
20175,4
20176,4
20177,4
20178,2
20179,4
20180,4
20181,4
20182,4
20183,5
20184,4
20185,5
20186,4
20187,2
20188,4
20189,4
20190,5
20191,4
20192,5
20193,5
20194,4
20195,4
20196,4
20197,4
20198,4
20199,4
20200,2
20201,4
20202,4
20203,2
20204,2
20205,3
20206,3
20207,4
20208,4
20209,4
20210,4
20211,2
20212,4
20213,4
20214,4
20215,4
20216,2
20217,4
20218,4
20219,2
20220,4
20221,5
20222,5
20223,4
20224,4
20225,5
20226,4
20227,2
20228,2
20229,4
20230,4
20231,4
20232,4
20233,4
20234,5
20235,5
20236,2
20237,5
20238,4
20239,4
20240,4
20241,4
20242,5
20243,5
20244,2
20245,4
20246,3
20247,3
20248,3
20249,4
20250,4
20251,4
